UserID,YOB,Age,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,votes,Q122771,Q120472,Q120194,Q119650,Q118232,Q117186,Q117193,Q116881,Q116197,Q115777,Q115899,Q114386,Q113583,Q113584,Q111580,Q110740,Q108950,Q108855,Q108342,Q106997,Q102089,Q108856,Q101162,Q101163,Q99982,Q98059,Q122769,Q118233,Q118237,Q122770,Q124742,Q116797,Q122120,Q116953,Q116601,Q116441,Q116448,Q121699,Q115602,Q121700,Q115610,Q115611,Q120978,Q115390,Q114961,Q114748,Q115195,Q114517,Q121011,Q113992,Q114152,Q120379,Q120650,Q113181,Q112478,Q112512,Q112270,Q111848,Q124122,Q111220,Q123464,Q109367,Q120012,Q109244,Q120014,Q108617,Q119851,Q108754,Q119334,Q108343,Q107869,Q107491,Q106993,Q123621,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q118892,Q118117,Q101596,Q100689,Q100680,Q100562,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98078,Q98197,Q96024
1364,1991,23,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,1,101,Public,Art,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Demanding,Mac,Risk-friendly,Yes!,In-person,Yay people!,Own,Space,Optimist,Mom,Nope,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
1365,1992,22,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,1,101,Public,Science,Try first,Receiving,Idealist,Cool headed,Odd hours,Happy,P.M.,End,Me,TMI,Tunes,People,Demanding,Mac,Risk-friendly,Yes!,In-person,Yay people!,Rent,Socialize,Optimist,Mom,Nope,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
1367,1989,25,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,1,31,Private,Art,Study first,Receiving,Idealist,Hot headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Rent,Space,Pessimist,Mom,Check!,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No
1368,1980,34,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,0,101,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,End,Circumstances,TMI,Tunes,People,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Own,Space,Pessimist,Dad,Nope,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
1369,1967,47,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Democrat,1,99,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Right,P.M.,Start,Me,TMI,Tunes,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Own,Socialize,Optimist,Dad,Nope,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
1370,1991,23,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Other,0,100,Public,Science,Try first,Receiving,Idealist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,Online,Yay people!,Rent,Space,Optimist,Mom,Nope,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
1372,1992,22,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,0,56,Private,Science,Study first,Receiving,Pragmatist,Hot headed,Odd hours,Right,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Rent,Space,Pessimist,Mom,Check!,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
1374,1994,20,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Independent,0,97,Public,Art,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,Technology,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Own,Space,Pessimist,Dad,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes
1375,1997,17,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,0,97,Public,Art,Try first,Receiving,Idealist,Hot headed,Standard hours,Right,A.M.,End,Circumstances,Mysterious,Tunes,People,Demanding,Mac,Cautious,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Mom,Nope,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
1377,1987,27,Male,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Independent,1,33,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Happy,A.M.,Start,Circumstances,TMI,Talk,People,Demanding,Mac,Cautious,Yes!,In-person,Grrr people,Own,Socialize,Optimist,Dad,Nope,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1379,1945,69,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,98,Public,Art,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,End,Me,TMI,Tunes,Technology,Supportive,PC,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Mom,Nope,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
1380,1947,67,Male,"$100,001 - $150,000",Single (no kids),Doctoral Degree,Democrat,0,99,Public,Science,Try first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Talk,Technology,Supportive,PC,Risk-friendly,Umm...,Online,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1381,1967,47,Male,"$50,000 - $74,999",Married (w/kids),High School Diploma,Independent,1,101,Public,Science,Try first,Giving,Idealist,Hot headed,Odd hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Rent,Space,Pessimist,Dad,Check!,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
1382,1982,32,Male,"over $150,000",Married (no kids),Bachelor's Degree,Libertarian,1,101,Private,Science,Try first,Giving,Pragmatist,Hot headed,Odd hours,Happy,A.M.,Start,Me,TMI,Talk,People,Supportive,Mac,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Check!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
1383,1991,23,Male,"under $25,000",Single (no kids),Bachelor's Degree,Other,1,101,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,End,Me,TMI,Tunes,Technology,Demanding,PC,Cautious,Umm...,In-person,Grrr people,Own,Socialize,Optimist,Dad,Nope,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
1384,1942,72,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Independent,1,101,Public,Art,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,Start,Me,Mysterious,Talk,Technology,Supportive,Mac,Risk-friendly,Yes!,Online,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
1385,1981,33,Male,"$100,001 - $150,000",Married (no kids),Associate's Degree,Independent,1,64,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,TMI,Tunes,Technology,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Rent,Space,Pessimist,Mom,Check!,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
1388,1989,25,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Independent,1,98,Public,Science,Try first,Receiving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Yes!,Online,Yay people!,Own,Socialize,Optimist,Dad,Nope,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
1390,1986,28,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,0,101,Private,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Right,P.M.,Start,Circumstances,Mysterious,Talk,People,Supportive,PC,Cautious,Umm...,Online,Grrr people,Own,Space,Pessimist,Mom,Check!,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No
1391,1977,37,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Democrat,1,64,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Right,A.M.,End,Circumstances,TMI,Tunes,People,Demanding,Mac,Cautious,Umm...,In-person,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1392,1989,25,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Republican,0,101,Public,Science,Study first,Receiving,Pragmatist,Cool headed,Odd hours,Happy,P.M.,Start,Me,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Rent,Socialize,Optimist,Mom,Check!,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
1393,1978,36,Female,"$50,000 - $74,999",Married (w/kids),Current Undergraduate,Republican,0,49,Public,Science,Study first,Giving,Idealist,Hot headed,Odd hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,People,Demanding,PC,Risk-friendly,Yes!,In-person,Grrr people,Rent,Socialize,Optimist,Dad,Nope,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
1395,1993,21,Male,"over $150,000",Single (no kids),Current Undergraduate,Republican,0,101,Private,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Right,P.M.,End,Circumstances,Mysterious,Tunes,Technology,Demanding,PC,Cautious,Umm...,Online,Yay people!,Own,Space,Pessimist,Dad,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
1396,1975,39,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,0,100,Public,Art,Study first,Giving,Pragmatist,Cool headed,Odd hours,Right,P.M.,Start,Circumstances,TMI,Tunes,People,Supportive,PC,Risk-friendly,Umm...,Online,Grrr people,Own,Socialize,Pessimist,Mom,Nope,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
1398,1996,18,Male,"$100,001 - $150,000",Married (w/kids),Current K-12,Republican,0,93,Private,Art,Study first,Giving,Pragmatist,Hot headed,Standard hours,Right,P.M.,Start,Circumstances,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Pessimist,Mom,Nope,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1399,1964,50,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,100,Public,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Right,A.M.,Start,Me,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Own,Space,Optimist,Mom,Nope,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
1401,1973,41,Female,"under $25,000",Single (w/kids),Associate's Degree,Democrat,1,48,Public,Art,Try first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,Start,Circumstances,Mysterious,Talk,People,Demanding,PC,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Mom,Check!,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes
1402,1968,46,Female,"over $150,000",Married (w/kids),Master's Degree,Other,0,61,Public,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,P.M.,Start,Circumstances,TMI,Talk,Technology,Supportive,Mac,Risk-friendly,Yes!,Online,Grrr people,Own,Socialize,Optimist,Dad,Check!,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
1404,1987,27,Male,"under $25,000",Single (no kids),Bachelor's Degree,Independent,0,69,Public,Science,Study first,Receiving,Idealist,Cool headed,Odd hours,Right,P.M.,End,Me,TMI,Tunes,Technology,Supportive,PC,Risk-friendly,Umm...,Online,Yay people!,Rent,Space,Optimist,Mom,Nope,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
1406,1997,17,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Independent,0,51,Public,Art,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,End,Circumstances,Mysterious,Tunes,People,Demanding,Mac,Risk-friendly,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Dad,Check!,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
1407,1983,31,Male,"$25,001 - $50,000",Married (w/kids),Associate's Degree,Independent,1,97,Public,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,Start,Circumstances,Mysterious,Talk,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Rent,Space,Optimist,Dad,Nope,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes
1408,1996,18,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,1,97,Public,Art,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Own,Socialize,Pessimist,Dad,Nope,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
1410,1951,63,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,0,101,Private,Science,Try first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,Start,Circumstances,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Pessimist,Mom,Check!,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1411,1980,34,Male,"over $150,000",Single (no kids),Master's Degree,Independent,0,95,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Right,P.M.,Start,Me,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Umm...,In-person,Yay people!,Rent,Space,Optimist,Dad,Check!,Only-child,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
1414,1987,27,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,Democrat,0,41,Public,Art,Try first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Demanding,Mac,Cautious,Umm...,Online,Yay people!,Rent,Space,Optimist,Mom,Nope,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
